loan_amnt,term,installment,emp_length,home_ownership,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,log_annual_inc,fico_score,log_revol_bal,charged_off
15000,60,361.52,6,MORTGAGE,Source Verified,16-Aug,car,12.88,2002,16,0,60,33,Individual,2,0,5.369217713,672,4.619854766,0
20000,60,452.92,2,MORTGAGE,Not Verified,16-Aug,car,17.26,2000,10,0,51.8,20,Individual,2,0,4.845104244,682,3.936915681,0
10000,36,320.29,,MORTGAGE,Not Verified,16-Aug,car,9.48,2001,7,0,26.8,15,Individual,2,0,4.954247335,662,3.52179165,1
17000,60,399.9,5,MORTGAGE,Source Verified,16-Aug,car,13.84,2002,8,0,27.9,32,Individual,3,0,4.954247335,697,3.598243192,0
6000,36,190.78,10,RENT,Verified,16-Aug,car,11.67,2004,4,0,69.8,12,Individual,0,0,4.39795738,667,3.802705327,0
12000,36,370.48,5,RENT,Not Verified,16-Aug,car,11.93,2012,10,0,13.4,14,Individual,0,0,4.716011695,757,3.807535028,0
2775,36,97,10,RENT,Source Verified,16-Aug,car,11.22,2006,9,2,38.7,14,Individual,0,2,4.778158489,697,3.807737922,0
8500,36,285.54,7,MORTGAGE,Source Verified,16-Aug,car,8,2005,6,0,45.7,13,Individual,2,0,4.623259631,667,3.479863113,0
4000,36,139.82,6,RENT,Verified,16-Aug,car,10.43,2010,13,0,91.4,16,Individual,0,0,4.681250285,667,4.125220936,0
5000,36,174.78,1,MORTGAGE,Source Verified,16-Aug,car,19.35,2001,11,0,58.3,17,Individual,1,0,4.591075743,682,3.679791171,1
5000,36,170.87,3,OWN,Verified,16-Aug,car,10.76,2006,8,0,47.8,20,Individual,5,0,4.477135731,662,3.603901832,1
24000,60,578.42,3,RENT,Source Verified,16-Aug,car,14.66,2010,15,0,43.1,30,Individual,0,0,4.875067054,672,4.484741029,1
15000,60,348.95,10,MORTGAGE,Not Verified,16-Aug,car,5.37,1995,12,1,2.8,46,Individual,0,1,4.845104244,677,2.629409599,0
2100,36,66.77,3,MORTGAGE,Not Verified,16-Aug,car,20.19,1987,11,0,46.7,34,Individual,2,0,4.602070849,702,4.06703364,1
4000,36,125.33,10,MORTGAGE,Not Verified,16-Aug,car,5.61,2005,7,0,53.7,20,Individual,2,0,4.907459732,722,4.164650216,0
15000,60,348.95,8,RENT,Not Verified,16-Aug,car,7.62,1997,13,0,52,51,Individual,4,0,5.143017925,697,3.660960292,0
4000,36,136.7,2,MORTGAGE,Source Verified,16-Aug,car,9.29,2008,8,0,52.6,12,Individual,0,0,4.491375703,662,3.584444307,0
10000,36,339.31,8,RENT,Source Verified,16-Aug,car,3.45,2007,4,0,20,9,Individual,0,0,4.5185271,697,3.567496891,0
1000,36,31.61,0,OWN,Source Verified,16-Aug,car,14.91,2006,6,0,37.9,10,Individual,1,0,4.5185271,757,3.518118947,0
2500,36,77.19,1,MORTGAGE,Source Verified,16-Aug,car,11.36,1999,10,0,23.6,13,Individual,2,0,4.845104244,722,3.941461739,0
24000,36,820.15,6,RENT,Source Verified,16-Aug,car,0.43,2000,5,1,4.8,43,Individual,2,1,4.857091155,667,2.997823081,0
3600,36,117.85,,RENT,Not Verified,16-Aug,car,17.05,1993,7,0,7.7,11,Individual,2,0,4.223469981,792,3.191730393,1
12550,36,481.83,2,RENT,Not Verified,16-Aug,car,6.21,2008,13,0,1.2,22,Individual,0,0,4.670255133,737,1.991226076,0
8300,36,262.36,0,RENT,Source Verified,16-Aug,car,8.74,1987,11,0,18,31,Individual,3,0,4.69897869,722,3.451018452,0
19800,36,776.71,0,RENT,Verified,16-Aug,car,27.87,2003,10,0,29,19,Individual,0,0,4.653222165,672,3.663700925,1
6600,36,203.76,10,MORTGAGE,Not Verified,16-Aug,car,14.56,1998,12,0,28.8,31,Individual,6,0,4.954247335,757,4.129174103,0
15000,36,512.6,3,OWN,Source Verified,16-Aug,car,10.33,2005,9,2,15.3,19,Individual,1,2,5.146131138,662,3.447623098,0
12025,36,393.63,8,MORTGAGE,Not Verified,16-Aug,car,9.6,2003,13,2,10.7,28,Individual,2,0,4.602070849,722,3.334252642,0
8000,36,261.88,10,MORTGAGE,Not Verified,16-Aug,car,29.71,2005,9,0,38.8,24,Individual,4,0,4.643462547,717,3.491781776,1
8000,36,256.23,1,MORTGAGE,Source Verified,16-Aug,car,13.27,1998,15,1,28.8,34,Individual,7,0,4.69897869,717,3.835817354,0
4800,36,153.74,10,OWN,Not Verified,16-Aug,car,3.16,2004,9,2,62.2,18,Individual,3,0,4.963792548,667,4.138113146,0
4800,36,153.74,4,RENT,Not Verified,16-Aug,car,7.34,2000,9,1,35.9,21,Individual,0,1,4.982275757,722,4.295962732,0
14000,36,489.37,10,RENT,Verified,16-Aug,car,0.54,2004,5,2,13.7,9,Individual,1,1,4.875067054,697,2.782472624,1
6000,36,196.41,10,RENT,Source Verified,16-Aug,car,3.33,2002,6,1,44.4,16,Individual,1,1,5.278755887,672,4.012626351,0
8000,36,263.78,1,MORTGAGE,Source Verified,16-Aug,car,34.36,2002,17,0,67,47,Individual,3,0,4.778158489,717,4.266866441,0
7000,36,210.81,2,RENT,Source Verified,16-Aug,car,9.79,2001,15,1,4.1,31,Individual,0,1,5.000004343,737,3.432809005,0
4200,36,143.53,10,OWN,Source Verified,16-Aug,car,12.19,2000,10,2,73.3,14,Individual,0,1,4.845104244,662,4.066661302,1
4500,36,148.38,10,MORTGAGE,Verified,16-Aug,car,28.54,2008,9,0,67.8,18,Individual,1,0,4.80618676,692,4.145165317,0
3000,36,92.62,10,MORTGAGE,Not Verified,16-Aug,car,1.34,2004,9,0,0.6,17,Individual,1,0,4.832515299,797,1.959041392,0
9700,36,310.68,10,OWN,Source Verified,16-Aug,car,7.86,1995,4,0,72.1,13,Individual,4,0,5.056908661,762,3.159266331,0
9000,36,296.75,7,RENT,Verified,16-Aug,car,28.65,2008,12,0,4.3,17,Individual,0,0,4.5185271,777,3.133219457,0
8000,36,254.37,3,MORTGAGE,Not Verified,16-Aug,car,24.52,2004,9,1,75.5,19,Individual,4,1,4.685750693,702,4.095308861,0
4500,36,151.17,2,MORTGAGE,Source Verified,16-Aug,car,12.28,1995,16,1,57.1,33,Individual,2,0,5.0492219,667,4.435414316,0
3875,36,138.14,,RENT,Source Verified,16-Aug,car,19.69,2006,4,0,92,5,Individual,0,0,4.431379849,677,3.361727836,0
10000,36,308.73,5,RENT,Not Verified,16-Aug,car,14.48,2010,12,0,12.6,23,Individual,0,0,4.778158489,767,3.588943643,0
12000,36,407.17,9,RENT,Verified,16-Aug,car,16.18,1995,9,0,54.4,51,Individual,1,0,5.060701617,662,3.811105607,0
9675,36,371.45,5,MORTGAGE,Verified,16-Aug,car,22.64,2006,11,0,50.2,17,Individual,2,0,4.455042914,662,3.821513528,1
3500,36,112.1,5,RENT,Source Verified,16-Aug,car,3.53,2000,5,0,15.1,16,Individual,0,0,4.556314564,717,3.551205944,0
15000,36,469.98,0,MORTGAGE,Verified,16-Aug,car,6.91,2002,11,0,1,34,Individual,3,0,4.763435481,727,2.469822016,0
5000,36,158.98,10,OWN,Source Verified,16-Aug,car,10.05,2006,9,1,3.9,11,Individual,1,1,4.653222165,687,2.846955325,0
3000,36,96.09,10,RENT,Not Verified,16-Aug,car,4.37,2008,9,0,47.3,12,Individual,0,0,4.903095416,687,3.903198547,0
4500,36,160.42,9,RENT,Verified,16-Aug,car,14.58,1997,6,1,57,21,Individual,0,0,4.785336955,677,3.427810573,0
8000,36,261.88,8,RENT,Source Verified,16-Aug,car,1.69,2002,9,0,30.8,14,Individual,0,0,4.929424035,707,3.692229836,0
8000,36,261.88,10,MORTGAGE,Not Verified,16-Aug,car,10.35,1999,4,0,52.7,14,Individual,3,0,4.845104244,677,3.534787359,0
6025,36,198.66,0,RENT,Source Verified,16-Aug,car,22.46,2005,12,1,55.8,21,Individual,0,0,4.591075743,672,3.98190917,0
8150,36,324,1,RENT,Verified,16-Aug,car,12.45,2007,6,0,92.5,8,Individual,0,0,4.380229337,677,3.619302076,1
3000,36,98.92,10,RENT,Verified,16-Aug,car,14.93,2004,15,0,6.6,18,Individual,0,0,4.653222165,757,3.067070856,0
5000,36,169.66,0,RENT,Verified,16-Aug,car,1.99,1990,5,1,4.6,26,Individual,4,1,5.209517695,662,2.340444115,0
4800,36,158.27,5,MORTGAGE,Not Verified,16-Aug,car,21.44,1993,12,0,59.3,29,Individual,0,0,4.939524244,662,4.103085002,0
5000,36,163.67,10,OWN,Source Verified,16-Aug,car,2.38,1985,5,0,43.7,16,Individual,2,0,5.00860443,667,3.860397905,0
9000,36,284.49,2,MORTGAGE,Source Verified,16-Aug,car,4.92,1992,9,0,35.3,16,Individual,3,0,4.908490381,702,3.992244144,0
6800,36,232.38,4,OWN,Verified,16-Jul,car,32.33,2007,14,0,38,23,Individual,0,0,4.204147125,687,4.046534183,0
3000,36,101.8,4,MORTGAGE,Source Verified,16-Jul,car,16.11,2008,11,0,19.1,18,Individual,2,0,4.579795025,742,3.412460547,0
8000,36,259.99,10,MORTGAGE,Source Verified,16-Aug,car,24.52,1996,8,1,63.1,15,Individual,3,1,4.973132474,672,3.990250033,0
4800,36,157.13,2,OWN,Not Verified,16-Aug,car,13.72,2010,12,0,51.6,14,Individual,1,0,4.942786603,712,4.351274376,0
5000,36,154.37,10,RENT,Source Verified,16-Jul,car,7.71,1997,7,1,11.1,31,Individual,5,1,5.161370997,692,3.601734148,0
8000,36,261.88,9,OWN,Verified,16-Jul,car,20.85,1995,12,1,78,32,Individual,4,1,4.875067054,682,4.326806774,0
5600,36,191.37,0,OWN,Source Verified,16-Jul,car,7.03,2011,9,0,39.9,19,Individual,0,0,4.311775046,672,3.509068045,0
8000,36,285.19,3,RENT,Verified,16-Jul,car,22.14,2003,13,0,46.6,25,Individual,3,0,5.0492219,692,4.131137274,0
3000,36,106.95,10,RENT,Verified,16-Jul,car,11.19,2002,2,0,,4,Individual,0,0,4.53149169,737,0,0
14000,36,448.4,3,MORTGAGE,Source Verified,16-Jul,car,5.15,1999,4,0,50.9,16,Individual,4,0,4.579795025,662,3.646109522,0
3025,36,110.87,10,MORTGAGE,Source Verified,16-Jul,car,25.61,2005,4,0,2,7,Individual,0,0,4.61972969,672,1.755874856,0
4000,36,148.64,9,RENT,Verified,16-Jul,car,13.17,1990,11,1,47.7,28,Individual,0,0,4.842284645,687,3.879726497,0
12500,36,395.12,0,RENT,Not Verified,16-Jul,car,11.24,1986,8,0,5,15,Individual,0,0,4.716011695,777,3.312811826,0
35000,36,1265.16,6,MORTGAGE,Verified,16-Aug,car,11.2,2004,9,0,84.5,12,Individual,2,0,4.954247335,707,4.299855815,1
11500,36,358.2,7,MORTGAGE,Not Verified,16-Jul,car,9.12,2003,5,0,39.7,17,Individual,3,0,4.826081285,722,3.713154402,0
2000,36,67.87,,RENT,Not Verified,16-Jul,car,2.83,1994,6,0,20.3,13,Individual,1,0,4.491375703,717,3.414304688,1
1000,36,31.34,10,RENT,Not Verified,16-Jul,car,7.87,1999,5,0,10.7,8,Individual,0,0,4.716011695,807,3.550472957,0
4200,36,143.53,4,OWN,Source Verified,16-Jul,car,24.49,2003,20,0,53.5,36,Individual,3,0,4.544080453,692,4.216614486,0
4000,36,125.33,4,OWN,Not Verified,16-Jul,car,15.79,2000,10,0,7.7,13,Individual,0,0,4.39795738,782,3.377852419,0
4000,36,142.6,2,RENT,Verified,16-Jul,car,5.72,2013,7,0,21.9,7,Individual,0,0,4.414990051,697,3.541579244,0
12975,36,427.81,7,RENT,Not Verified,16-Jul,car,26.94,1998,20,0,22.5,29,Individual,0,0,4.903095416,682,4.228220649,0
7000,36,210.81,10,MORTGAGE,Not Verified,16-Jul,car,11.04,1986,7,0,60.4,13,Individual,3,0,4.778158489,722,4.354050786,0
13825,36,475.81,10,MORTGAGE,Source Verified,16-Jul,car,20.44,1989,12,0,49.7,14,Individual,1,0,4.845104244,672,3.946648734,0
10000,60,217.38,0,OWN,Source Verified,16-Jul,car,20.37,1991,27,0,2.7,43,Individual,0,0,5.113946693,682,2.198657087,0
6400,36,223.72,10,MORTGAGE,Verified,16-Jul,car,30.25,1990,10,1,52.3,21,Individual,1,1,4.30105171,672,3.861534411,0
6025,36,197.23,10,RENT,Source Verified,16-Jul,car,10.82,2002,7,1,65.3,13,Individual,1,1,5.000004343,687,4.254499739,0
4500,36,147.31,10,OWN,Not Verified,16-Jul,car,6.6,1998,7,0,22.1,12,Individual,0,0,4.681250285,702,3.264109156,0
4000,36,127.19,10,OWN,Not Verified,16-Jul,car,1.75,2003,2,0,56.8,10,Individual,0,0,4.544080453,737,3.259593879,0
7000,36,230.8,1,RENT,Source Verified,16-Jul,car,8.14,2005,5,0,16.7,10,Individual,0,0,4.812920038,702,3.35564305,0
6000,36,196.41,8,RENT,Verified,16-Jul,car,23.14,2007,12,0,53.4,26,Individual,2,0,4.832515299,672,4.063858549,1
2100,36,66.77,5,MORTGAGE,Not Verified,16-Jul,car,27.95,1997,13,0,57.5,40,Individual,4,0,5.060701617,702,4.256308749,0
9100,36,318.1,3,RENT,Verified,16-Jul,car,27.84,1997,12,2,63.5,25,Individual,0,0,4.740339,677,3.929776433,1
5000,36,158.98,10,MORTGAGE,Source Verified,16-Jul,car,19.22,1984,9,0,39.3,22,Individual,1,0,4.812920038,667,3.795462894,0
3500,36,113.75,3,MORTGAGE,Source Verified,16-Jul,car,16.71,1971,17,1,38.2,50,Individual,2,1,4.69897869,667,3.949682691,1
5000,36,162.49,6,OWN,Verified,16-Jul,car,28.3,1990,9,0,87,16,Individual,3,0,4.968487618,722,4.713364521,0
9000,36,296.75,10,MORTGAGE,Source Verified,16-Jul,car,11.89,2007,15,0,28.7,40,Individual,3,0,4.792398694,672,3.863798539,0
6000,36,197.83,10,MORTGAGE,Not Verified,16-Jul,car,9.59,2001,14,0,0.1,24,Individual,1,0,4.929424035,692,1.342422681,0
8000,36,279.64,10,RENT,Source Verified,16-Jul,car,23.39,1991,7,3,0.6,24,Individual,0,3,4.770859373,677,1.77815125,0
5000,36,156.66,10,RENT,Not Verified,16-Jul,car,9.26,2000,8,0,46.1,10,Individual,0,0,4.732755521,702,3.556302501,1
6025,36,190.45,5,RENT,Source Verified,16-Jul,car,8.34,2012,7,0,0.4,13,Individual,0,0,4.568213462,762,1.903089987,0
6500,36,205.47,1,RENT,Source Verified,16-Jul,car,15.01,2000,8,1,19.4,21,Individual,2,0,5.204122697,732,3.610234175,0
12000,60,276.06,10,MORTGAGE,Source Verified,16-Jul,car,8.54,1982,7,1,90,27,Individual,6,1,5.247251296,672,4.661102474,0
40000,60,964.03,10,MORTGAGE,Verified,16-Jul,car,11.56,2004,15,0,22.8,35,Individual,3,0,5.204122697,692,4.284678831,0
5000,36,158.05,0,RENT,Source Verified,16-Jul,car,17.55,2007,9,0,41.8,10,Individual,0,0,4.763435481,687,3.892928982,0
15000,36,557.38,5,MORTGAGE,Not Verified,16-Jul,car,20.8,2004,10,0,71.8,26,Individual,3,0,4.954247335,687,4.271167579,0
9350,36,326.83,3,RENT,Source Verified,16-Jul,car,28.71,2012,10,0,10,17,Individual,0,0,4.591075743,747,3.343802333,0
20000,36,617.46,10,MORTGAGE,Not Verified,16-Jul,car,9.54,1995,16,1,18.1,45,Individual,6,1,5.079184865,722,3.735119634,0
2500,36,81.25,10,RENT,Not Verified,16-Jul,car,11.88,2005,6,1,89,16,Individual,2,1,5.041396633,677,3.888797067,1
6400,36,203.49,10,MORTGAGE,Not Verified,16-Jul,car,13.94,1985,12,0,49,25,Individual,4,0,4.740370586,722,4.445168133,0
4800,36,165.2,10,RENT,Source Verified,16-Jul,car,8.23,2005,7,0,44.7,18,Individual,0,0,4.748195782,667,3.547651658,1
7300,36,271.26,8,RENT,Source Verified,16-Jul,car,14.45,1991,12,0,11.9,27,Individual,0,0,4.681250285,707,3.173186268,0
5050,36,152.08,10,MORTGAGE,Not Verified,16-Jul,car,4.64,2006,6,1,40.9,10,Individual,3,1,4.778158489,692,3.748653093,0
4800,36,167.79,10,OWN,Source Verified,16-Jul,car,16.46,1999,9,0,3.8,15,Individual,3,0,4.872138784,662,2.837588438,0
5000,36,169.66,6,RENT,Verified,16-Jul,car,8.58,1997,8,0,23.8,14,Individual,0,0,4.431379849,682,3.683947131,1
2200,36,76.91,8,RENT,Source Verified,16-Jul,car,28.9,2006,23,1,26.4,30,Individual,0,1,4.633478555,662,4.056904851,0
8000,36,279.64,0,RENT,Source Verified,16-Jul,car,14.2,2011,6,0,55.8,14,Individual,0,0,4.778158489,677,3.74225367,1
4000,36,136.7,3,RENT,Not Verified,16-Jul,car,26.55,2003,13,1,25.6,25,Individual,1,1,4.913819149,672,3.944285221,0
5200,36,187.97,10,RENT,Verified,16-Jul,car,31.27,2004,15,1,67.9,21,Individual,0,1,4.623259631,662,4.126683263,1
3000,36,98.21,5,MORTGAGE,Verified,16-Jul,car,19.83,1997,16,0,82.5,19,Individual,1,0,4.716011695,667,4.151890569,0
9000,36,288.26,10,MORTGAGE,Not Verified,16-Jul,car,33.6,2001,13,0,55.9,30,Individual,1,0,4.812920038,727,4.374949871,0
3000,36,101.8,10,MORTGAGE,Not Verified,16-Jul,car,16.39,1978,7,1,78.2,17,Individual,4,1,4.544080453,667,3.930694388,0
8000,36,293.21,,OWN,Verified,16-Jul,car,13.42,1997,10,0,32,17,Individual,2,0,4.658974367,682,3.168497484,1
8000,36,246.99,8,MORTGAGE,Source Verified,16-Jul,car,3.5,2000,8,0,2,20,Individual,2,0,4.875067054,752,2.940018155,0
2000,36,67.87,6,OWN,Source Verified,16-Jul,car,14.74,2012,8,1,24.3,10,Individual,0,1,4.672107098,697,3.814114356,1
15000,36,487.47,2,RENT,Not Verified,16-Jul,car,17.53,2007,14,0,39.6,28,Individual,0,0,4.732401802,712,4.176207055,1
4000,36,137.67,9,MORTGAGE,Verified,16-Jul,car,33.82,1998,17,0,38.8,35,Individual,1,0,5.000004343,702,4.24647396,0
8500,36,280.26,2,MORTGAGE,Source Verified,16-Jul,car,23.96,2010,15,0,23.2,34,Individual,2,0,4.770859373,707,3.651568739,0
25000,60,543.44,10,RENT,Source Verified,16-Jul,car,0.26,1993,4,1,1.3,7,Individual,0,0,4.845104244,707,2.597695186,0
11975,60,362.02,2,MORTGAGE,Source Verified,16-Jul,car,7.72,2000,13,0,41.7,35,Individual,2,0,5.518515256,682,3.714078165,0
16000,36,559.28,6,MORTGAGE,Source Verified,16-Jul,car,11.07,2008,9,0,61.8,23,Individual,2,0,5.113946693,702,4.491739786,0
12000,60,348.64,10,MORTGAGE,Source Verified,16-Jul,car,10.52,2003,5,1,7.9,16,Individual,1,0,4.679436982,687,2.919601024,0
7000,36,222.57,4,MORTGAGE,Not Verified,16-Jul,car,5.36,2007,6,0,29.7,12,Individual,1,0,4.875067054,677,2.992111488,0
9600,36,335.57,2,RENT,Source Verified,16-Jul,car,5.45,2006,7,2,4.5,38,Individual,0,2,4.69897869,662,2.640481437,0
9600,36,305.24,10,RENT,Not Verified,16-Jul,car,7.54,1988,4,1,2.7,18,Individual,1,1,4.69897869,667,2.857332496,0
18000,60,522.96,10,RENT,Source Verified,16-Jul,car,17.82,2004,7,1,59.7,27,Individual,4,1,4.724284064,662,3.985650974,0
35000,36,1120.99,3,MORTGAGE,Not Verified,16-Jul,car,17.78,2002,11,0,15.1,20,Individual,4,0,5.278755887,762,3.891258617,1
6825,36,258.86,10,MORTGAGE,Verified,16-Jul,car,15.08,2007,6,3,25.2,12,Individual,0,0,4.662767273,697,3.422261451,0
13950,36,430.68,7,OWN,Not Verified,16-Jul,car,22.83,1968,17,0,13.1,28,Individual,0,0,4.662767273,777,5.239039075,0
7000,36,210.81,1,RENT,Source Verified,16-Jul,car,6.93,1999,20,0,0.7,60,Individual,2,0,4.875067054,742,2.546542663,0
12000,60,257.87,6,MORTGAGE,Not Verified,16-Jul,car,20.74,2005,9,0,29.1,29,Individual,4,0,4.875067054,757,4.321681264,0
4500,36,141,4,OWN,Not Verified,16-Jul,car,6.38,2003,6,0,42.5,13,Individual,2,0,4.845104244,752,4.209166367,0
14000,60,410.84,2,OWN,Source Verified,16-Jul,car,8.6,2008,22,0,0.4,26,Individual,0,0,5.066702275,707,2.260071388,0
5000,36,150.58,10,OWN,Not Verified,16-Jul,car,14.44,1992,18,0,10,50,Individual,1,0,4.929424035,792,4.647793595,0
9000,36,271.04,10,OWN,Not Verified,16-Jul,car,19.37,2003,12,0,65.6,26,Individual,4,0,5.130336985,727,4.720927944,0
11000,36,339.6,8,MORTGAGE,Not Verified,16-Jul,car,1.18,2005,3,0,17.8,19,Individual,0,0,4.740370586,762,3.409764104,0
16000,60,385.62,10,RENT,Verified,16-Jul,car,12.48,2007,17,0,34.5,34,Individual,0,0,5.161370997,677,4.095761959,0
3000,36,103.25,1,RENT,Source Verified,16-Jul,car,17.4,1995,6,0,61.5,16,Individual,1,0,4.556314564,687,2.868644438,0
15000,36,474.14,1,MORTGAGE,Source Verified,16-Jul,car,14.78,1994,6,0,38.3,20,Individual,5,0,5.000004343,762,4.422080731,0
6400,36,220.27,6,RENT,Verified,16-Jul,car,19.1,2007,17,1,17.4,27,Individual,0,0,4.544080453,702,3.760196229,0
17700,36,630.97,2,MORTGAGE,Source Verified,16-Jul,car,11.72,2011,10,0,64.9,11,Individual,0,0,4.608108654,682,3.771219902,0
6000,36,186.89,2,MORTGAGE,Not Verified,16-Jul,car,12.61,2002,5,0,72.9,28,Individual,8,0,5.096913487,752,4.148355826,0
11675,36,379.42,4,MORTGAGE,Not Verified,16-Jul,car,10.32,1995,9,0,58.5,16,Individual,2,0,4.954247335,682,3.874307833,0
14600,36,582.74,7,RENT,Source Verified,16-Jul,car,21.05,2004,13,0,62.5,28,Individual,0,0,4.845104244,662,3.750122527,1
3200,36,102.5,10,MORTGAGE,Not Verified,16-Jul,car,30.23,1996,17,0,75.7,22,Individual,3,0,5.096913487,727,4.931681571,0
6000,36,238.53,6,RENT,Verified,16-Jul,car,7.35,1993,5,0,80.2,21,Individual,0,0,4.748195782,667,3.284881715,1
3450,36,126.45,2,OWN,Source Verified,16-Jul,car,4.01,1994,5,2,35.8,13,Individual,0,1,4.544080453,667,3.352953912,0
20400,60,592.69,10,RENT,Source Verified,16-Jul,car,9.17,1978,13,1,71.8,32,Individual,2,1,5.079184865,667,4.252367514,0
3000,36,94.83,4,RENT,Verified,16-Jul,car,25.28,2006,14,0,5.9,27,Individual,0,0,4.58547201,752,2.471291711,0
12800,36,415.98,10,RENT,Not Verified,16-Jul,car,18.98,1999,13,0,61.4,35,Individual,0,0,5.021193435,682,4.088455045,0
5500,36,169.8,8,OWN,Verified,16-Jul,car,9.7,2002,10,0,46.4,17,Individual,2,0,4.929424035,757,4.103153503,0
3000,36,106.95,1,MORTGAGE,Source Verified,16-Jul,car,20.35,2005,10,0,56.9,17,Individual,5,0,4.652062525,682,4.346529004,0
8000,36,279.64,8,MORTGAGE,Source Verified,16-Jul,car,23.48,1997,22,0,39,38,Individual,1,0,4.829310207,717,4.152899596,0
6250,36,197.56,4,RENT,Source Verified,16-Jul,car,14.42,2010,9,0,39.4,14,Individual,0,0,4.878837636,702,3.94141204,1
10500,36,343.71,2,RENT,Verified,16-Jul,car,25.42,2009,9,0,25.3,23,Individual,0,0,4.69897869,722,3.875639937,0
4500,36,141,10,OWN,Not Verified,16-Jul,car,24.29,2001,16,0,19.7,34,Individual,3,0,4.954247335,807,4.319335123,0
15000,60,431.44,10,MORTGAGE,Verified,16-Jul,car,10.85,1986,6,0,88.4,28,Individual,5,0,4.858543213,692,4.150449409,0
9600,36,325.74,5,RENT,Verified,16-Jul,car,12.7,2001,15,0,49.2,21,Individual,0,0,4.845104244,692,4.086253024,0
3500,36,114.57,3,OWN,Not Verified,16-Jul,car,9.83,2002,5,0,47.6,17,Individual,0,0,4.556314564,732,3.911104318,0
11750,36,401.54,2,RENT,Source Verified,16-Jul,car,12.89,1993,10,4,6.1,28,Individual,2,2,4.69897869,687,3.111934276,0
20000,36,678.61,10,MORTGAGE,Source Verified,16-Jul,car,25,1993,16,0,47.5,31,Individual,6,0,4.929424035,712,4.55578345,0
9600,36,322.5,10,MORTGAGE,Verified,16-Jul,car,12.67,2000,13,1,3.6,19,Individual,1,1,4.812920038,667,2.870403905,0
3925,36,131.86,10,MORTGAGE,Not Verified,16-Jul,car,4.3,1992,12,1,4,33,Individual,6,1,4.69897869,667,2.824125834,0
4000,36,134.38,1,RENT,Source Verified,16-Jul,car,11.39,2004,7,0,65,20,Individual,0,0,4.653222165,717,3.651665604,0
1200,36,41.95,,OWN,Not Verified,16-Jul,car,22.32,2005,5,0,19.8,12,Individual,2,0,4.39795738,662,3.906281156,0
4000,36,136.7,1,MORTGAGE,Verified,16-Jul,car,30.8,2004,11,0,79.4,17,Individual,2,0,4.653222165,702,4.372727941,0
5000,36,170.87,10,RENT,Source Verified,16-Jul,car,1.75,2005,5,2,10.3,17,Individual,1,2,4.740370586,662,2.959518377,0
13200,60,303.67,10,MORTGAGE,Verified,16-Jul,car,19.92,2006,5,0,89.5,8,Individual,4,0,4.670255133,742,3.564547712,0
6000,36,180.69,10,MORTGAGE,Not Verified,16-Jul,car,6.48,2003,10,0,12.2,23,Individual,4,0,4.944487607,797,3.896526217,0
30000,36,1017.92,10,MORTGAGE,Source Verified,16-Jul,car,14.84,2002,9,0,45.4,15,Individual,2,0,5.041396633,672,4.222794481,0
20000,36,602.3,10,MORTGAGE,Not Verified,16-Jul,car,0,2001,9,0,0,23,Individual,2,0,5.000004343,797,0,0
12000,60,289.21,1,RENT,Source Verified,16-Jul,car,3.6,2012,13,0,13.6,13,Individual,0,0,4.653222165,737,3.499961866,1
15000,60,409.95,1,MORTGAGE,Source Verified,16-Jul,car,9.24,2003,7,0,1.2,10,Individual,1,0,4.778158489,772,2.57054294,0
4000,36,128.12,10,RENT,Not Verified,16-Jul,car,12.09,2003,6,0,19.9,16,Individual,0,0,4.845104244,752,3.785329835,0
5000,36,170.87,1,OWN,Source Verified,16-Jul,car,23.18,2012,10,0,31.1,13,Individual,0,0,4.50516355,667,3.427810573,0
2800,36,91,6,RENT,Not Verified,16-Jul,car,7.03,2005,10,0,37.8,15,Individual,0,0,4.903095416,707,3.832572775,0
3000,36,111.48,8,RENT,Source Verified,16-Jul,car,20.33,2005,20,4,23.6,32,Individual,0,2,4.716011695,682,3.891091226,1
4800,36,158.27,10,RENT,Verified,16-Jul,car,17.75,1997,11,1,25.9,23,Individual,3,1,4.792398694,677,3.702688968,1
12800,60,278.24,3,MORTGAGE,Source Verified,16-Jul,car,25.74,1996,7,0,1.2,17,Individual,3,0,4.623259631,702,2.264817823,0
9000,36,286.16,2,RENT,Source Verified,16-Jul,car,8.75,2007,15,0,17.8,17,Individual,0,0,4.653222165,707,3.590061231,0
3200,36,101.75,0,OWN,Source Verified,16-Jul,car,11.04,2007,7,0,21.5,8,Individual,0,0,4.176120211,722,3.353916231,0
9600,36,296.38,10,MORTGAGE,Not Verified,16-Jul,car,14.07,2001,9,0,1.9,24,Individual,3,0,5.176094154,767,2.989894564,0
5000,36,155.74,10,OWN,Source Verified,16-Jul,car,12.03,2004,11,0,7.4,24,Individual,0,0,4.653222165,727,3.399673721,0
15000,60,352.85,1,MORTGAGE,Source Verified,16-Jul,car,10.06,1994,8,0,30.4,19,Individual,1,0,5.096913487,702,3.901730692,0
10100,36,345.15,2,RENT,Source Verified,16-Jul,car,4.21,2007,7,0,46.4,13,Individual,0,0,4.690204943,707,3.300378065,0
6400,36,215,1,RENT,Source Verified,16-Jul,car,16.58,2010,6,0,18.8,7,Individual,0,0,4.447173542,772,3.707825568,0
